time,unsafe,badged_mass,focal_forger_mass,share_00_G_AS_AS,share_01_G_AS_CS,share_02_G_AS_CAS,share_03_G_AS_AU,share_04_G_CS_AS,share_05_G_CS_CS,share_06_G_CS_CAS,share_07_G_CS_AU,share_08_G_CAS_AS,share_09_G_CAS_CS,share_10_G_CAS_CAS,share_11_G_CAS_AU,share_12_G_AU_AS,share_13_G_AU_CS,share_14_G_AU_CAS,share_15_G_AU_AU,share_16_F_AS_AS,share_17_F_AS_CS,share_18_F_AS_CAS,share_19_F_AS_AU,share_20_F_CS_AS,share_21_F_CS_CS,share_22_F_CS_CAS,share_23_F_CS_AU,share_24_F_CAS_AS,share_25_F_CAS_CS,share_26_F_CAS_CAS,share_27_F_CAS_AU,share_28_F_AU_AS,share_29_F_AU_CS,share_30_F_AU_CAS,share_31_F_AU_AU,share_32_N_AS_AS,share_33_N_AS_CS,share_34_N_AS_CAS,share_35_N_AS_AU,share_36_N_CS_AS,share_37_N_CS_CS,share_38_N_CS_CAS,share_39_N_CS_AU,share_40_N_CAS_AS,share_41_N_CAS_CS,share_42_N_CAS_CAS,share_43_N_CAS_AU,share_44_N_AU_AS,share_45_N_AU_CS,share_46_N_AU_CAS,share_47_N_AU_AU
970.0,1.0000000000000013,0.9368196570734455,0.8913382118846757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182586,0.0,0.0,0.013723564100243817,0.8913382118846757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02414081362505133,0.012601563788720405,0.0,0.0,0.017370514457495705,0.009067451055287239
980.0,1.0000000000000009,0.9368196570734454,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720403,0.0,0.0,0.0173705144574957,0.009067451055287237
990.0,1.0000000000000009,0.9368196570734454,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243817,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1000.0,1.0000000000000004,0.9368196570734454,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.0126015637887204,0.0,0.0,0.017370514457495698,0.009067451055287237
1010.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.012601563788720401,0.0,0.0,0.017370514457495698,0.009067451055287237
1020.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.017370514457495705,0.009067451055287237
1030.0,1.0000000000000009,0.9368196570734454,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243817,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720403,0.0,0.0,0.017370514457495705,0.009067451055287239
1040.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243816,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1050.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1060.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182583,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02414081362505133,0.012601563788720403,0.0,0.0,0.0173705144574957,0.009067451055287237
1070.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343505,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.012601563788720401,0.0,0.0,0.017370514457495698,0.009067451055287236
1080.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182583,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1090.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720403,0.0,0.0,0.0173705144574957,0.009067451055287237
1100.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343505,0.011812525349182583,0.0,0.0,0.013723564100243812,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.0126015637887204,0.0,0.0,0.017370514457495698,0.009067451055287237
1110.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.0126015637887204,0.0,0.0,0.017370514457495698,0.009067451055287236
1120.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1130.0,1.0,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343505,0.011812525349182581,0.0,0.0,0.013723564100243814,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02414081362505132,0.012601563788720398,0.0,0.0,0.017370514457495698,0.009067451055287236
1140.0,1.0,0.9368196570734451,0.8913382118846752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.0126015637887204,0.0,0.0,0.017370514457495698,0.009067451055287236
1150.0,1.0000000000000009,0.9368196570734454,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182586,0.0,0.0,0.013723564100243817,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02414081362505133,0.012601563788720403,0.0,0.0,0.0173705144574957,0.009067451055287239
1160.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.012601563788720401,0.0,0.0,0.017370514457495698,0.009067451055287237
1170.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720403,0.0,0.0,0.0173705144574957,0.009067451055287239
1180.0,1.0000000000000009,0.9368196570734454,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243817,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720403,0.0,0.0,0.017370514457495705,0.009067451055287237
1190.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287236
1200.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1210.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.0126015637887204,0.0,0.0,0.017370514457495698,0.009067451055287236
1220.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.0126015637887204,0.0,0.0,0.0173705144574957,0.009067451055287237
1230.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1240.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182581,0.0,0.0,0.013723564100243812,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.0126015637887204,0.0,0.0,0.017370514457495698,0.009067451055287236
1250.0,1.0000000000000009,0.9368196570734455,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720403,0.0,0.0,0.0173705144574957,0.009067451055287237
1260.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.012601563788720401,0.0,0.0,0.017370514457495698,0.009067451055287236
1270.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1280.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182583,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720403,0.0,0.0,0.0173705144574957,0.009067451055287237
1290.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243817,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720403,0.0,0.0,0.0173705144574957,0.009067451055287239
1300.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.0126015637887204,0.0,0.0,0.017370514457495698,0.009067451055287237
1310.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1320.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1330.0,1.0000000000000009,0.9368196570734454,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182586,0.0,0.0,0.013723564100243817,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02414081362505133,0.012601563788720403,0.0,0.0,0.0173705144574957,0.009067451055287237
1340.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1350.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1360.0,1.0000000000000009,0.9368196570734454,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182585,0.0,0.0,0.013723564100243817,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02414081362505133,0.012601563788720403,0.0,0.0,0.017370514457495705,0.009067451055287239
1370.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1380.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1390.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343505,0.011812525349182581,0.0,0.0,0.013723564100243812,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.0126015637887204,0.0,0.0,0.017370514457495698,0.009067451055287236
1400.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182581,0.0,0.0,0.013723564100243814,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.012601563788720401,0.0,0.0,0.017370514457495698,0.009067451055287236
1410.0,1.0000000000000004,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243814,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.0126015637887204,0.0,0.0,0.0173705144574957,0.009067451055287237
1420.0,1.0000000000000009,0.9368196570734454,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343515,0.011812525349182586,0.0,0.0,0.013723564100243817,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02414081362505133,0.012601563788720403,0.0,0.0,0.017370514457495705,0.009067451055287239
1430.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
1440.0,1.0000000000000009,0.9368196570734454,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01994535573934351,0.011812525349182586,0.0,0.0,0.013723564100243817,0.8913382118846755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720403,0.0,0.0,0.0173705144574957,0.009067451055287239
1450.0,1.0000000000000004,0.9368196570734452,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182583,0.0,0.0,0.013723564100243816,0.8913382118846753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051324,0.012601563788720401,0.0,0.0,0.017370514457495698,0.009067451055287237
1460.0,1.0000000000000007,0.9368196570734453,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019945355739343508,0.011812525349182585,0.0,0.0,0.013723564100243816,0.8913382118846754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024140813625051327,0.012601563788720401,0.0,0.0,0.0173705144574957,0.009067451055287237
